bolt lut            , N D C B lut_work_const:,   16384,  128,  16,  8, -1,      (5x10):,  2.5740, (1.6295e+09/s),  2.5830, (1.6238e+09/s),  2.5980, (1.6144e+09/s),  2.6040, (1.6107e+09/s),  2.5840, (1.6232e+09/s)
pq lut              , N D C B lut_work_const:,   16384,  128,   8,  8, -1,      (5x10):, 56.9620, (5.8907e+08/s), 56.8150, (5.9059e+08/s), 57.1560, (5.8707e+08/s), 57.1440, (5.8719e+08/s), 57.0730, (5.8792e+08/s)
opq lut             , N D C B lut_work_const:,   16384,  128,   8,  8, -1,      (5x10):, 64.5020, (5.2021e+08/s), 64.5210, (5.2005e+08/s), 64.4580, (5.2056e+08/s), 64.6010, (5.1941e+08/s), 64.3000, (5.2184e+08/s)
bolt lut cheating   , N D C B lut_work_const:,   16384,  128,  32, 16, -1,      (5x10):,  2.7000, (3.1069e+09/s),  2.7020, (3.1046e+09/s),  2.6910, (3.1173e+09/s),  2.6920, (3.1161e+09/s),  2.6970, (3.1103e+09/s)
bolt lut            , N D C B lut_work_const:,   16384,  128,  32, 16, -1,      (5x10):,  2.9150, (2.8777e+09/s),  2.9090, (2.8837e+09/s),  2.9860, (2.8093e+09/s),  2.9170, (2.8758e+09/s),  2.9120, (2.8807e+09/s)
pq lut              , N D C B lut_work_const:,   16384,  128,  16, 16, -1,      (5x10):, 66.7770, (1.0050e+09/s), 67.0470, (1.0009e+09/s), 66.8670, (1.0036e+09/s), 66.7010, (1.0061e+09/s), 67.1620, (9.9921e+08/s)
opq lut             , N D C B lut_work_const:,   16384,  128,  16, 16, -1,      (5x10):, 73.8360, (9.0889e+08/s), 74.1680, (9.0482e+08/s), 74.1290, (9.0530e+08/s), 75.0150, (8.9461e+08/s), 73.8460, (9.0877e+08/s)
bolt lut cheating   , N D C B lut_work_const:,   16384,  128,  64, 32, -1,      (5x10):,  4.3130, (3.8899e+09/s),  4.2910, (3.9099e+09/s),  4.3000, (3.9017e+09/s),  4.3080, (3.8944e+09/s),  4.3000, (3.9017e+09/s)
bolt lut            , N D C B lut_work_const:,   16384,  128,  64, 32, -1,      (5x10):,  4.9830, (3.3669e+09/s),  4.9920, (3.3608e+09/s),  4.9910, (3.3615e+09/s),  4.9800, (3.3689e+09/s),  4.9850, (3.3655e+09/s)
pq lut              , N D C B lut_work_const:,   16384,  128,  32, 32, -1,      (5x10):, 94.3440, (1.4226e+09/s), 93.8620, (1.4299e+09/s), 93.7430, (1.4318e+09/s), 93.5610, (1.4345e+09/s), 93.8350, (1.4304e+09/s)
